name,cpf,age,birthday,address,state,country
Sr. Bruno Azevedo,612.758.093-59,36,2001-08-07,"Núcleo de Mendes
Marieta 1ª Seção
13612-533 Borges / SE",Mato Grosso do Sul,Alemanha
Dr. Mathias Cavalcante,401.687.529-30,26,1974-08-01,"Distrito da Conceição, 8
Savassi
62990-852 Lopes Alegre / CE",Pará,Itália
Camila Siqueira,178.259.346-28,27,1974-05-07,"Área Catarina Freitas, 949
Álvaro Camargos
37759-625 Lopes / PR",Alagoas,Azerbaijão
Srta. Valentina da Luz,301.582.947-50,57,1979-09-16,"Colônia Bruna Carvalho
Conjunto Jatoba
24154360 Freitas / RO",Santa Catarina,Groenlândia
Bernardo Aragão,341.906.578-75,30,1974-10-03,"Feira Andrade, 734
São Gonçalo
64562537 Fogaça da Praia / BA",Piauí,Alemanha
Pietra Porto,643.921.580-98,55,1981-07-31,"Vereda de Cassiano, 74
Vila Fumec
37066-155 Montenegro / MT",Pernambuco,Ruanda
Ana Albuquerque,397.580.164-66,21,1977-01-30,"Avenida da Paz, 30
Vila De Sá
42460711 Campos das Pedras / SE",Rio de Janeiro,Angola
Caio Rocha,405.682.193-33,24,2004-03-24,"Vale Henry Gabriel Nascimento, 910
Braúnas
58131121 Ramos do Norte / RJ",Acre,Tunísia
João Lucas Casa Grande,385.029.674-10,59,2004-06-08,"Sítio de Machado, 2
Nova Cintra
00304-402 Almeida do Oeste / ES",Espírito Santo,Zâmbia
Bruna Freitas,853.927.104-41,47,1990-10-06,"Viela Vieira, 374
Vila Antena Montanhês
29560277 Sá de Minas / SE",Paraná,Haiti
Apollo Peixoto,056.794.283-00,59,1992-07-28,"Pátio Melo, 57
Vila Mantiqueira
55244156 Viana / PR",Bahia,Lituânia
Kevin Montenegro,715.680.439-10,41,1999-03-18,"Chácara Mendonça, 99
Vila Madre Gertrudes 4ª Seção
09412-082 Peixoto da Praia / PB",Rio de Janeiro,Ilhas Cook
Ayla da Cruz,861.520.973-12,55,1983-08-15,"Ladeira Moreira, 59
Mala E Cuia
79523-512 Freitas / AP",Goiás,Índia
Dr. Gustavo Henrique Moura,593.617.480-84,18,1968-01-03,"Fazenda de da Costa, 7
Grotinha
92707-643 Campos da Serra / RJ",Acre,Belize
Maria Alice Rodrigues,154.803.276-07,21,2004-07-03,"Chácara Fonseca, 10
Maria Tereza
88465-725 Mendes / AP",Maranhão,Serra Leoa
Ana Cecília Oliveira,438.271.659-46,30,1966-06-25,"Rua de da Conceição, 17
Aparecida
63195573 Dias de Cardoso / MT",Rondônia,Moçambique
Vinícius da Paz,139.742.860-04,55,1969-02-10,"Morro Maria Sophia Porto, 10
Penha
48252-434 Viana / AL",Paraíba,Niue
Marcos Vinicius Alves,902.148.637-78,40,1974-09-23,"Chácara Marcos Vinicius Moraes, 2
Novo Aarão Reis
04916416 Cirino de Machado / DF",Piauí,Iran
Sofia Nunes,793.528.041-04,39,2005-08-24,"Recanto de Novaes, 32
Glória
35452575 Novaes Verde / PI",Pernambuco,Moldávia
Ana Lívia Borges,572.031.894-14,30,1972-07-18,"Via de Guerra
Bonsucesso
58735-111 Pimenta da Prata / PI",Espírito Santo,Ilha Bouvet
Cauê Moura,768.435.912-64,22,1995-07-22,"Setor de Porto, 1
Ermelinda
07844-101 Gonçalves de Minas / MS",Rio de Janeiro,Honduras
João Guilherme Oliveira,864.903.172-22,22,2000-10-03,"Sítio de Garcia, 85
Monte Azul
89781418 Correia Paulista / RN",Goiás,Iêmen
Julia Monteiro,935.218.467-09,53,1968-03-25,"Pátio Gustavo Pinto, 69
Pilar
10936900 Pereira / AM",Roraima,Moldávia
Olívia Montenegro,730.168.594-75,29,1999-10-23,"Estação Emanuella da Conceição, 35
Monte São José
01046-935 Teixeira / PA",Santa Catarina,Micronésia
Luiz Miguel Moraes,753.621.408-17,20,1974-01-18,"Avenida Jade da Rocha, 20
Leticia
10077012 Costa do Campo / MA",Minas Gerais,Territórios Austrais Franceses
Sr. Theodoro da Luz,695.278.014-94,60,1971-01-26,"Via Vitor Silveira, 23
Nova Cachoeirinha
20169-531 Sampaio de Caldeira / MA",Distrito Federal,Brunei
Srta. Rafaela Pires,172.498.063-78,22,1987-03-26,"Loteamento de Rocha, 6
Conjunto Celso Machado
94345-095 Moreira das Flores / MT",Alagoas,Kuwait
Henrique Pastor,710.326.489-96,47,1980-11-27,"Feira Melo
Vila Engenho Nogueira
01348231 Martins de Minas / MA",Distrito Federal,Iran
Ana Cecília Azevedo,781.069.425-11,44,1996-07-11,"Esplanada Rael Martins, 6
Estrela Do Oriente
68145486 Farias do Norte / MA",Pernambuco,Uruguai
Heitor Pereira,076.814.239-31,56,1974-12-19,"Feira de Rocha, 2
Tres Marias
54953-904 Sampaio dos Dourados / MG",Maranhão,Ilha Norfolk
Anthony Gabriel Brito,781.350.924-23,39,1977-07-15,"Estrada de Casa Grande, 11
Tupi A
69846-765 Almeida Paulista / MA",Mato Grosso do Sul,Domínica
Bruno Mendonça,286.071.435-90,52,1990-08-11,"Vereda Souza, 83
Camargos
07874-666 Ferreira das Flores / RR",São Paulo,Chipre
Juliana Silveira,613.820.794-78,29,1965-11-27,"Vila Igor Caldeira
Conjunto Lagoa
53428-671 Garcia da Serra / DF",Rio Grande do Sul,Índia
Matheus Correia,137.564.908-66,53,1997-02-06,"Sítio Siqueira, 3
Palmares
01119377 Machado das Flores / MA",Roraima,Cuba
Enrico Ferreira,321.574.869-09,50,2001-08-08,"Sítio Bárbara Camargo, 275
Céu Azul
22706049 Correia / BA",Ceará,Portugal
Sra. Agatha Azevedo,795.231.486-64,46,1995-03-26,"Viaduto Alice Marques, 27
Vila São Rafael
52343-206 Azevedo de Guerra / TO",Rio de Janeiro,Tanzânia
Igor Martins,856.412.730-07,56,1987-10-03,"Parque André Brito, 393
Ipe
90608-715 Camargo / PI",Paraná,Omã
Rafael Albuquerque,264.897.351-64,34,1968-04-06,"Avenida de Vargas
Cidade Nova
54141-993 Nunes / MG",Amapá,Samoa
Benjamim Melo,239.801.546-70,59,1986-12-16,"Jardim Hellena Correia, 32
Guaratã
25224782 Peixoto Grande / BA",Roraima,Ilhas dos Cocos
Giovanna Costela,542.073.916-06,44,2004-01-20,"Ladeira de Gomes, 28
São Lucas
05102-356 Cavalcante / SC",Sergipe,Gâmbia
Caleb Mendes,178.302.459-32,56,1998-05-02,"Largo Augusto Santos, 195
Atila De Paiva
47027788 Borges / MT",Goiás,Guiana
Dr. Davi Alves,418.926.350-89,41,1986-10-22,"Viela Otto Lima, 34
Havaí
54105762 Pimenta das Pedras / RJ",Amapá,Croácia
Benjamim Sá,374.691.520-16,33,2001-12-18,"Lago de Cardoso, 117
Barro Preto
01937828 Machado da Prata / DF",Espírito Santo,Burquina Faso
Srta. Ana Vitória Machado,971.456.028-49,55,1964-06-21,"Fazenda Ribeiro, 73
Boa Esperança
12952-302 Fonseca de Sales / BA",Distrito Federal,Anguila
Antony Melo,874.296.510-11,28,2004-11-30,"Passarela Sá, 579
Vista Do Sol
07433318 Fonseca de Correia / RO",Rio Grande do Norte,Síria
Sara Lima,701.453.629-06,20,1990-06-20,"Rua Ayla Mendes, 8
Capitão Eduardo
06013511 Macedo / AC",Roraima,Guiana
Yuri Rezende,903.471.825-50,38,2002-06-29,"Lagoa Fogaça, 751
Laranjeiras
80612-026 Dias dos Dourados / RN",Rio de Janeiro,Gibraltar
Dr. José Pedro Pimenta,027.384.159-97,31,2000-04-15,"Quadra Freitas, 29
Camargos
12158491 Marques da Serra / TO",Mato Grosso,Suazilândia
Valentim Cavalcante,784.065.932-29,21,1965-04-25,"Vila de Nascimento
Monte São José
66621-526 Moraes do Norte / AM",Rondônia,União Europeia
Stella Azevedo,786.512.390-68,42,1974-12-09,"Avenida Gabriel Martins, 964
Maria Helena
96180-285 Silva Alegre / CE",Paraíba,Maurícia
Carolina Novaes,801.697.243-87,58,2006-09-14,"Núcleo Isaac Lima, 9
Pirineus
85514213 Cavalcanti Verde / PB",Tocantins,Mônaco
Gustavo Sá,217.609.583-95,42,2006-10-05,"Ladeira de Sousa, 107
Aparecida 7ª Seção
46766758 Fogaça das Pedras / AM",Rondônia,Suazilândia
Ana Sophia Monteiro,853.679.402-00,54,1977-04-25,"Trevo Josué Cunha, 19
Vila Madre Gertrudes 3ª Seção
77871-527 Ramos / RJ",Rondônia,Cuba
Alícia Rocha,897.513.624-82,26,1974-03-28,"Feira Isis Cavalcante, 68
Nova Pampulha
63707-836 Borges / SE",Mato Grosso do Sul,Ilhas Falkland
Sr. Leonardo Sales,018.374.962-69,24,1990-03-03,"Vale Gonçalves, 6
Grota
02448-812 Carvalho de Minas / MA",Maranhão,Ilhas Virgens Britânicas
Hellena da Costa,806.357.941-01,33,1992-11-23,"Núcleo Sofia Cavalcanti, 54
Vila Nova Dos Milionarios
89789-903 Teixeira de Sales / BA",Rio Grande do Sul,Svalbard e Jan Mayen
Nicole Pastor,146.895.027-49,36,1996-05-01,"Praça Isaque da Cruz, 10
Paraíso
16234314 Gomes / RJ",Amapá,Mali
Vitor Gabriel Duarte,654.012.398-15,56,1982-11-18,"Campo Pastor, 98
Alto Das Antenas
10734983 Souza / SP",Goiás,Iran
Natália da Mota,642.035.918-05,31,2002-10-27,"Via José Pedro Moura
São Cristóvão
25602-607 Carvalho de Jesus / RJ",Rio Grande do Sul,Costa do Marfim
Mariana Rodrigues,658.234.190-15,25,1980-03-20,"Passarela Elisa Sousa, 55
Horto
69916758 Costela da Mata / PB",Rio Grande do Norte,Brunei
Theo Cardoso,106.593.847-01,33,1968-01-22,"Recanto Luiz Henrique Barbosa, 8
Vila Coqueiral
72990-787 Caldeira / PI",Amazonas,Guernsey
Pietra Oliveira,371.024.968-69,48,1981-05-10,"Parque João Pedro Pires, 4
Novo Tupi
16633816 Rocha das Flores / CE",Goiás,Comores
Maria Luiza Rocha,098.367.415-93,29,1973-01-11,"Feira de Santos, 21
Cidade Nova
30984697 Nunes / MG",Ceará,Guiné-Bissau
Ana Lívia Nascimento,439.756.108-75,28,1980-07-16,"Residencial Porto
Itatiaia
46405-556 Teixeira / MT",Piauí,Jersey
Bianca Costela,802.637.149-69,52,1979-06-16,"Viaduto de Cassiano, 51
Vila Do Pombal
08917000 Mendonça das Flores / MA",Pernambuco,Ashmore and Cartier Islands
Hadassa Moraes,780.351.429-41,36,1967-03-25,"Estação de Ribeiro, 3
Coqueiros
16723-571 Silveira Grande / RJ",Bahia,Sudão
Mariane Fernandes,435.780.169-93,32,1976-07-08,"Núcleo Sales, 3
Vila Cloris
48865060 Gonçalves de Mendonça / CE",Maranhão,Kuwait
Ana Vitória Abreu,437.516.802-17,39,1983-09-19,"Via de Freitas
Cônego Pinheiro 2ª Seção
67382-398 Nunes / RO",Bahia,Gâmbia
Maria Cecília Alves,470.613.289-40,55,1991-03-11,"Trevo Garcia, 33
Engenho Nogueira
80633101 Pimenta / CE",Paraná,Timor Leste
Rodrigo Novaes,739.812.506-21,22,1974-02-27,"Praça Nunes, 54
Conjunto Califórnia I
26476714 Gonçalves da Prata / RJ",Espírito Santo,Bolívia
Gabrielly Nunes,719.342.608-78,20,1995-02-11,"Rodovia Moura, 7
Barão Homem De Melo 2ª Seção
02024-566 Alves / ES",Paraná,São Cristóvão e Neves
Srta. Nina Santos,892.573.601-21,52,1972-12-25,"Loteamento de Melo, 982
Acaba Mundo
60918096 Nogueira do Sul / RR",Rio de Janeiro,Palau
Kevin Guerra,719.286.430-78,39,1970-07-11,"Condomínio de Garcia, 99
Nova Vista
83278962 da Rocha do Norte / PB",Tocantins,Paraguai
Ian Moura,847.963.025-65,43,1970-09-29,"Núcleo André Ribeiro, 6
Vila Cemig
08605-883 Freitas / AC",Rio de Janeiro,Samoa
Eduarda Montenegro,378.260.541-17,58,1989-05-03,"Chácara de Sampaio, 64
Cruzeiro
80936916 Sales de Nascimento / PI",Sergipe,Argélia
Maria Moraes,815.072.934-88,49,1975-11-12,"Parque Vargas, 78
Unidas
90965586 Mendes de Vieira / RR",Espírito Santo,Mali
Sarah Carvalho,589.741.063-10,31,1981-10-25,"Colônia de Marques, 87
Campo Alegre
26116337 Fogaça / MG",Roraima,Cuba
Danilo Costa,487.325.096-00,18,1967-11-13,"Lagoa Ana Lívia Oliveira, 3
Ventosa
13038037 Silveira / SP",Rondônia,Porto Rico
Sophie Cunha,836.042.195-15,59,1988-04-23,"Jardim Martins, 90
Carmo
59211428 Moura / PR",Tocantins,Croácia
Liz da Paz,437.068.215-08,20,1968-03-31,"Aeroporto Léo Leão, 35
Centro
88892409 Rodrigues do Galho / PR",Amazonas,Antígua e Barbuda
Sara da Cunha,028.471.356-26,30,1995-08-23,"Condomínio de Monteiro, 73
Lagoinha Leblon
33096534 Pastor / PR",Espírito Santo,Quirguizistão
Enzo Lima,396.481.527-64,34,1981-05-15,"Chácara de Barros, 7
Fernão Dias
99548-062 Pereira / MT",Ceará,Canadá
Sr. Juan Moreira,416.875.902-49,24,1986-03-11,"Residencial das Neves, 58
Conjunto Celso Machado
39236-597 Aragão de Minas / ES",Pernambuco,Marrocos
Dr. Luiz Otávio Monteiro,641.395.270-99,57,1998-12-26,"Viela Evelyn Cardoso, 64
Custodinha
41773-283 Mendes de Goiás / ES",Maranhão,Malávi
Isabelly Aragão,834.759.612-37,39,1965-08-02,"Favela Freitas, 66
Dom Bosco
05149011 Sales / AC",Maranhão,Tuvalu
Sabrina Sousa,861.435.702-80,40,1987-04-11,"Condomínio de Moura, 4
Vila Paraíso
96503-187 da Rosa / TO",Sergipe,Burquina Faso
Marina Nascimento,735.204.189-32,54,1966-07-02,"Aeroporto de da Paz, 3
Betânia
48034-246 Peixoto das Pedras / BA",Maranhão,Monserrate
Apollo Moreira,674.130.289-13,39,1965-08-15,"Setor Melo, 96
Pantanal
09893-354 Novais / SP",Paraíba,República Centro-Africana
Cecilia Santos,261.307.948-78,40,1972-10-26,"Ladeira Léo Casa Grande, 94
Vila São Paulo
93516389 das Neves / SC",Ceará,Bulgária
Bryan da Conceição,063.419.527-16,40,1989-04-26,"Passarela de Câmara, 948
Maria Virgínia
30459409 Azevedo do Galho / SC",Espírito Santo,Micronésia
Dr. João Miguel Almeida,658.297.401-76,56,1967-06-24,"Avenida Camargo, 82
Cinquentenário
67380-850 Carvalho de Silva / RS",Alagoas,Suazilândia
Srta. Emilly Montenegro,612.804.739-40,24,1977-06-13,"Praia Cassiano
Baleia
78457869 Nascimento / PI",Maranhão,Mauritânia
Catarina Dias,587.236.094-00,20,2003-12-09,"Conjunto Esther Vieira, 72
Maria Helena
63770-642 Cirino de Cavalcante / RN",Mato Grosso,Quiribáti
Sr. Enzo Gabriel Martins,208.971.645-20,54,1974-07-06,"Alameda Nogueira, 913
Vila Jardim Alvorada
36896505 Pereira do Sul / PI",Alagoas,Togo
Heloísa Cirino,079.451.836-20,39,1981-04-30,"Avenida Santos, 671
Urca
85364-942 Lopes das Pedras / SC",Alagoas,Suazilândia
Laura da Cunha,059.381.674-93,36,1974-09-04,"Distrito de Ribeiro
Vila União
34448931 Novaes do Sul / PA",Pará,Paraguai
Alexandre Barros,924.870.516-20,38,1964-06-07,"Condomínio de Guerra, 393
Vila Sesc
23190430 Porto / MT",Minas Gerais,Samoa Americana
Eduarda Oliveira,704.682.359-65,56,2001-05-07,"Vale de Moraes, 56
Vila Antena Montanhês
01722687 Pacheco Verde / MT",Espírito Santo,Cuba
Henry Siqueira,496.537.021-06,56,1997-10-14,"Viela Farias, 370
Jardim América
33356-799 Araújo Alegre / PE",Rio de Janeiro,Territórios Austrais Franceses
Sra. Mariane Andrade,032.617.489-31,60,1966-05-06,"Via de da Paz, 856
São Vicente
58499644 Gomes / AC",Pernambuco,China
Bianca Monteiro,590.471.628-11,38,1995-08-29,"Loteamento de Almeida, 422
Alto Vera Cruz
14351661 Sousa de Teixeira / ES",Ceará,Angola
Aurora da Mota,651.742.380-07,26,1975-12-22,"Colônia Fernanda Cirino, 31
Vila Nova Cachoeirinha 2ª Seção
23898-066 Dias do Amparo / RS",Rondônia,Mauritânia
Yago Brito,910.358.246-98,21,1988-12-09,"Estrada de Silva, 155
Minas Brasil
45049-701 Gomes de Castro / PR",Sergipe,Guiana
Valentim Moreira,514.362.078-35,52,2000-08-13,"Trevo Aparecida
Vila Da Amizade
86169406 Costa Verde / CE",Bahia,Irlanda
Luiz Felipe Silva,491.830.726-40,44,1972-11-15,"Sítio Sales, 1
Vila Batik
49330-417 Rios / DF",Rondônia,Dhekelia
Emilly Brito,352.897.104-50,33,2004-08-20,"Loteamento das Neves, 11
Jardim América
29623-207 Farias de Pacheco / AP",Roraima,Portugal
Ana Alves,019.835.476-20,40,1981-05-04,"Vereda Guerra, 7
Estoril
63427770 Garcia da Mata / PI",Santa Catarina,Afeganistão
Josué Marques,741.260.389-22,42,1999-11-12,"Favela Luna da Rosa, 3
São Gonçalo
57681815 Gomes / AM",Mato Grosso,República Checa
Isabelly Teixeira,826.950.374-65,44,2004-08-08,"Pátio Lucas Rocha, 18
Itapoa
69937-769 Freitas / MT",Piauí,Tanzânia
Liz Melo,892.051.764-94,34,1997-05-31,"Jardim Nunes, 52
Baleia
22999-823 Correia da Prata / CE",Mato Grosso do Sul,Togo
Dr. Carlos Eduardo Albuquerque,097.438.216-78,38,1966-03-30,"Residencial Ribeiro, 62
Serrano
55434-127 Siqueira / PA",Minas Gerais,Butão
Eloah Brito,460.923.571-43,34,1981-02-12,"Distrito Casa Grande
Boa Esperança
63881-045 Teixeira / MA",Roraima,Bulgária
Dra. Pietra Leão,206.318.497-69,50,2000-05-26,"Vereda Marcela Câmara, 55
Centro
31847730 Sales / PA",Mato Grosso,Ilhas dos Cocos
Hadassa Carvalho,740.163.895-93,35,2000-08-11,"Viaduto de Farias, 520
Araguaia
83694173 Abreu / PI",Maranhão,Guiné
Melissa da Rosa,614.382.970-50,28,2006-06-29,"Setor Isabelly Teixeira, 85
Alta Tensão 2ª Seção
39419-900 Cassiano / RS",Rio Grande do Sul,Japão
Bento Guerra,461.398.570-66,51,1976-04-14,"Favela de da Mata, 476
São Bernardo
97490-453 Farias / TO",Ceará,Ilhas Turcas e Caicos
Vitor Hugo Fogaça,845.927.361-09,52,1973-07-03,"Favela de Ferreira, 8
São Salvador
22350-547 Mendes Grande / GO",Maranhão,Alemanha
Sra. Maria Júlia Porto,746.382.105-62,35,2006-12-10,"Trevo de Ribeiro, 56
Vila Califórnia
25593-758 Pereira / MT",Roraima,Turquemenistão
Dra. Maria Clara Leão,304.687.915-66,49,1985-05-13,"Praça Juan Pinto
Suzana
42322613 Brito de Minas / RN",Rondônia,Hungria
João Gabriel Machado,124.895.367-37,52,1983-02-18,"Travessa Arthur Ribeiro, 56
Boa Vista
82931088 Dias / MA",Tocantins,Antilhas Holandesas
Otávio Farias,308.469.725-65,38,1970-04-17,"Campo Rios, 967
Vila Nova Paraíso
28248061 Aragão / MG",Acre,Peru
Srta. Ana Carolina Caldeira,184.029.675-58,27,2003-08-15,"Alameda Ribeiro, 69
Vila Boa Vista
26695-462 Pinto do Norte / PE",Sergipe,Cazaquistão
Lucas Barbosa,460.395.872-29,60,1992-12-21,"Conjunto Henry Farias, 760
Dona Clara
99333-738 Machado / GO",Rio de Janeiro,Índia
Ana Beatriz Castro,076.839.152-03,45,1991-07-30,"Lagoa Silva, 2
Vila Nova Gameleira 2ª Seção
76026273 Pinto / RJ",Alagoas,Chile
Amanda Costa,946.182.053-42,46,1976-09-09,"Pátio da Paz, 97
Unidas
82127-882 Aparecida / PR",Amazonas,Sri Lanka
Vinicius Pires,796.235.148-91,35,1997-05-05,"Parque Guerra, 384
Cabana Do Pai Tomás
52395-064 Leão / ES",Bahia,Montenegro
Alícia Viana,024.987.561-67,41,1975-03-24,"Viaduto Montenegro, 33
Primeiro De Maio
97960011 Ferreira / RJ",Maranhão,Guiné-Bissau
Dr. Guilherme Ramos,572.438.916-91,22,1978-08-10,"Jardim Cavalcante
Jardim Guanabara
20348-936 Campos / PB",Pernambuco,Lituânia
Isabel Ferreira,590.832.746-83,18,1973-05-27,"Passarela de Martins, 90
Acaba Mundo
14575-253 Borges / CE",Paraíba,Palau
Enzo Borges,314.089.625-51,41,1965-05-27,"Vale Vieira, 99
Santo André
36475184 da Mota da Praia / SE",Pernambuco,Honduras
Renan Casa Grande,647.109.853-75,24,1996-10-29,"Quadra Camargo, 55
Novo Aarão Reis
88843361 Cirino / RR",Acre,Burundi
Carlos Eduardo Barbosa,308.429.516-60,44,1987-08-13,"Passarela Francisco da Costa, 72
Bacurau
23263845 Duarte / PB",Santa Catarina,Paracel Islands
Elisa Vieira,382.571.964-28,60,1999-02-20,"Trevo Barros
Santa Efigênia
81404-528 Costa / ES",Amazonas,Belize
Dr. Gael Mendes,907.642.138-22,36,1975-03-09,"Trecho Alexia Barbosa, 36
Nossa Senhora Aparecida
18172-206 da Cunha / AL",Rio de Janeiro,Belize
Manuella Albuquerque,671.039.254-61,52,1985-01-13,"Estrada Caldeira, 3
Madre Gertrudes
80702-198 Santos / RO",Tocantins,Marrocos
Sra. Rafaela Casa Grande,058.472.619-85,20,1994-01-17,"Jardim de Cassiano, 60
Vila Sesc
25203105 Araújo / PE",Pará,Argentina
Bruna Camargo,479.510.832-32,57,1969-10-21,"Aeroporto de Cassiano, 39
Miramar
26820-181 Costela Paulista / AC",Mato Grosso,Mayotte
Beatriz Abreu,130.528.946-33,19,1998-04-30,"Trecho Alana Marques, 72
Santa Amelia
75413061 Viana / RN",Pernambuco,Quirguizistão
Melissa da Luz,586.094.127-76,50,1995-12-27,"Largo de da Rosa, 44
Vila Puc
48666-366 Albuquerque de Nogueira / TO",Bahia,Dhekelia
Ana Júlia Sales,056.914.378-01,18,2006-11-07,"Largo de Rezende, 10
São Damião
18450137 Rios / SP",Pernambuco,Albânia
Ísis Vasconcelos,846.510.297-01,29,1978-08-29,"Loteamento Benjamim Leão, 39
São Bento
63174643 Viana de Andrade / DF",Rondônia,Pitcairn
Anthony Gabriel Guerra,863.075.491-57,60,1968-04-19,"Jardim de Farias, 8
Jardim Do Vale
61315-120 Leão da Mata / PR",Rio Grande do Norte,Macau
Noah Moura,345.187.290-05,29,1990-05-14,"Feira Amanda Novais, 27
Novo Aarão Reis
26607-867 da Cruz / PE",Rondônia,Suécia
Sr. Gustavo Borges,681.592.043-70,34,2004-04-13,"Colônia Leão, 17
Jardim Montanhês
94578-358 Duarte / AL",Minas Gerais,Ilha Bouvet
